responsable,direccion,unidadejec,codigounico,idunidadejec,disa,provincia,horaatencion,id,categoria,telefeno,idred,situacion,clasificacion,departamento,inicioactividad,codigounico2,nombrerazonsocial,idautosanit,distrito,ubigeo,tipodocumentocategoria,estado,institucion,red,condicion,fecha_inspecion,tipo,numerocategoria,microred,inspecion,idmicrored,query_primary,query_secondary,query_fallback,latitude,longitude,geocode_source,geocode_confidence,geocode_level,geocode_status,geocode_notes,geocode_priority,geocode_query_used,geocode_attempts,geocode_provider,geocode_timestamp,geocode_display_name,geocode_type,geocode_importance,geocode_bbox
,OTROS CASERIO CANAL MOCHO CIENEGUILLO SUR CASERIO CANAL MOCHO CIENEGUILLO SUR SULLANA SULLANA PIURA,,2016,,,SULLANA,,1958,,,,,,PIURA,,2016,CANAL MOCHO-CIENEGUILLO SUR,,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,,"CANAL MOCHO-CIENEGUILLO SUR, SULLANA, SULLANA, PIURA, PERU","OTROS CASERIO CANAL MOCHO CIENEGUILLO SUR CASERIO CANAL MOCHO CIENEGUILLO SUR SULLANA SULLANA PIURA, SULLANA, SULLANA, PIURA, PERU","SULLANA, SULLANA, PIURA, PERU",-4.9988145,-80.6868365,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CANAL MOCHO-CIENEGUILLO SUR, SULLANA, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:08:46.306362,"Canal Mocho, Nuevo Progreso, Sullana, Piura, Perú",hamlet,0.13338220111390858,"['-5.0188145', '-4.9788145', '-80.7068365', '-80.6668365']"
,OTROS NUEVA SULLANA NUEVA SULLANA SULLANA SULLANA PIURA,,2017,,,SULLANA,,1959,,,,,,PIURA,,2017,CENTRO DE SALUD NUEVO SULLANA,,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD NUEVO SULLANA, SULLANA, SULLANA, PIURA, PERU","OTROS NUEVA SULLANA NUEVA SULLANA SULLANA SULLANA PIURA, SULLANA, SULLANA, PIURA, PERU","SULLANA, SULLANA, PIURA, PERU",-4.9088237,-80.7227337,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD NUEVO SULLANA, SULLANA, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:08:48.981768,"Nuevo Sullana, Avenida Tangarará, Nuevo Sullana, Sullana, Piura, 20100, Perú",clinic,4.886778057521961e-05,"['-4.9090286', '-4.9086187', '-80.7229387', '-80.7225287']"
,CALLE CALLE MARÍA AUXILIADORA N° 1101 SANCHEZ CERRO CALLE MARÍA AUXILIADORA N° 1101 SANCHEZ CERRO SULLANA SULLANA PIURA,,2018,,,SULLANA,,1960,,,,,,PIURA,,2018,CENTRO DE SALUD COMUNIDAD SALUDABLE,,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD COMUNIDAD SALUDABLE, SULLANA, SULLANA, PIURA, PERU","CALLE CALLE MARÍA AUXILIADORA N° 1101 SANCHEZ CERRO CALLE MARÍA AUXILIADORA N° 1101 SANCHEZ CERRO SULLANA SULLANA PIURA, SULLANA, SULLANA, PIURA, PERU","SULLANA, SULLANA, PIURA, PERU",-4.9081922,-80.6946604,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD COMUNIDAD SALUDABLE, SULLANA, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:08:51.554623,"Centro de Salud Comunidad Saludable, 1101, Calle María Auxiliadora, Asentamiento Humano Luis M. Sánchez Cerro, Sullana, Piura, 20100, Perú",clinic,4.886778057521961e-05,"['-4.9083212', '-4.9080633', '-80.6948427', '-80.6944782']"
,OTROS JOSE OLAYA JOSE OLAYA MIGUEL CHECA SULLANA PIURA,,2019,,,SULLANA,,1961,,,,,,PIURA,,2019,CENTRO DE SALUD MIGUEL CHECA,,MIGUEL CHECA,200606,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD MIGUEL CHECA, MIGUEL CHECA, SULLANA, PIURA, PERU","OTROS JOSE OLAYA JOSE OLAYA MIGUEL CHECA SULLANA PIURA, MIGUEL CHECA, SULLANA, PIURA, PERU","MIGUEL CHECA, SULLANA, PIURA, PERU",-4.9011588,-80.8151670,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD MIGUEL CHECA, MIGUEL CHECA, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:08:54.150499,"Centro de Salud Miguel Checa, Calle Alan García, El Prado, Sojo, Miguel Checa, Sullana, Piura, Perú",clinic,3.8914320592004536e-05,"['-4.9013949', '-4.9010000', '-80.8153950', '-80.8149384']"
,JIRÓN JR. SAN PABLO Nº 105 JR. SAN PABLO Nº 105 MIGUEL CHECA SULLANA PIURA,,2020,,,SULLANA,,1962,,,,,,PIURA,,2020,PUESTO DE SALUD JIBITO,,MIGUEL CHECA,200606,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD JIBITO, MIGUEL CHECA, SULLANA, PIURA, PERU","JIRÓN JR. SAN PABLO Nº 105 JR. SAN PABLO Nº 105 MIGUEL CHECA SULLANA PIURA, MIGUEL CHECA, SULLANA, PIURA, PERU","MIGUEL CHECA, SULLANA, PIURA, PERU",-4.9051923,-80.7473456,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD JIBITO, MIGUEL CHECA, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:08:56.342543,"Puesto de Salud Jibito, 105, Jirón San Juan, Jíbito, Miguel Checa, Sullana, Piura, Perú",clinic,3.8914320592004536e-05,"['-4.9053052', '-4.9049846', '-80.7474976', '-80.7472361']"
,OTROS LOS PESCADORES S/N LA PUNTA S/N LOS PESCADORES S/N LA PUNTA PAITA PAITA PIURA,,2021,,,PAITA,,1963,,,,,,PIURA,,2021,HOSPITAL DE APOYO II - 1 NUESTRA SEÑORA DE LAS MERCEDES - PAITA,,PAITA,200501,,ACTIVO,,,ACTIVO,,,,,,,"HOSPITAL DE APOYO II - 1 NUESTRA SEÑORA DE LAS MERCEDES - PAITA, PAITA, PAITA, PIURA, PERU","OTROS LOS PESCADORES S/N LA PUNTA S/N LOS PESCADORES S/N LA PUNTA PAITA PAITA PIURA, PAITA, PAITA, PIURA, PERU","PAITA, PAITA, PIURA, PERU",-5.0851637,-81.1136793,NOMINATIM,LOW,FALLBACK,SUCCESS,,PRIMARY,"PAITA, PAITA, PIURA, PERU",3,NOMINATIM,2026-05-16T03:09:04.213467,"Paita, Piura, Perú",city,0.42377611584825586,"['-5.2451637', '-4.9251637', '-81.2736793', '-80.9536793']"
,OTROS CALETA LA ISLILLA - PAITA CALETA LA ISLILLA - PAITA PAITA PAITA PIURA,,2022,,,PAITA,,1964,,,,,,PIURA,,2022,PUESTO DE SALUD LA ISLILLA,,PAITA,200501,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD LA ISLILLA, PAITA, PAITA, PIURA, PERU","OTROS CALETA LA ISLILLA - PAITA CALETA LA ISLILLA - PAITA PAITA PAITA PIURA, PAITA, PAITA, PIURA, PERU","PAITA, PAITA, PIURA, PERU",-5.2063497,-81.1923801,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD LA ISLILLA, PAITA, PAITA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:09:06.797443,"Puesto de Salud La Islilla, Carretera Paita - La Islilla, La Islilla Alta, La Islilla, Paita, Piura, Perú",clinic,3.750133516437045e-05,"['-5.2064362', '-5.2062632', '-81.1924535', '-81.1923067']"
,OTROS CALETA YACILA CALETA YACILA PAITA PAITA PIURA,,2023,,,PAITA,,1965,,,,,,PIURA,,2023,PUESTO DE SALUD YACILA,,PAITA,200501,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD YACILA, PAITA, PAITA, PIURA, PERU","OTROS CALETA YACILA CALETA YACILA PAITA PAITA PIURA, PAITA, PAITA, PIURA, PERU","PAITA, PAITA, PIURA, PERU",-5.1327293,-81.1707792,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD YACILA, PAITA, PAITA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:09:09.377399,"Puesto de Salud Yacila, Carretera Paita - Yacilla, Los Cangrejos, Yacila, Paita, Piura, Perú",clinic,3.750133516437045e-05,"['-5.1328005', '-5.1326580', '-81.1708304', '-81.1707281']"
,OTROS CASERIO SAN LUCAS DE COLAN CASERIO SAN LUCAS DE COLAN COLAN PAITA PIURA,,2024,,,PAITA,,1966,,,,,,PIURA,,2024,PUESTO DE SALUD SAN LUCAS DE COLAN,,COLAN,200504,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SAN LUCAS DE COLAN, COLAN, PAITA, PIURA, PERU","OTROS CASERIO SAN LUCAS DE COLAN CASERIO SAN LUCAS DE COLAN COLAN PAITA PIURA, COLAN, PAITA, PIURA, PERU","COLAN, PAITA, PIURA, PERU",-5.0053016,-81.0583954,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD SAN LUCAS DE COLAN, COLAN, PAITA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:09:12.604634,"Puesto de Salud San Lucas de Colán, PI-101, San Lucas de Colan, Nuevo Paraíso, Colán, Paita, Piura, Perú",doctors,3.750133516437045e-05,"['-5.0053840', '-5.0052303', '-81.0585151', '-81.0582760']"
,OTROS CASERIO EL ARENAL CASERIO EL ARENAL ARENAL PAITA PIURA,,2025,,,PAITA,,1967,,,,,,PIURA,,2025,CENTRO DE SALUD EL ARENAL,,ARENAL,200503,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD EL ARENAL, ARENAL, PAITA, PIURA, PERU","OTROS CASERIO EL ARENAL CASERIO EL ARENAL ARENAL PAITA PIURA, ARENAL, PAITA, PIURA, PERU","ARENAL, PAITA, PIURA, PERU",-4.8849849,-81.0262273,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD EL ARENAL, ARENAL, PAITA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:09:15.297606,"Centro de Salud El Arenal, Calle Piura, San Silvestre, El Tablazo, El Arenal, Arenal, Paita, Piura, Perú",hospital,3.9243915464973186e-05,"['-4.8851693', '-4.8847665', '-81.0264199', '-81.0260346']"
,JIRÓN JR. ALFONSO UGARTE S/N S/N JR. ALFONSO UGARTE S/N COLAN PAITA PIURA,,2026,,,PAITA,,1968,,,,,,PIURA,,2026,"CENTRO DE SALUD ""PUEBLO NUEVO DE COLAN""",,COLAN,200504,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD ""PUEBLO NUEVO DE COLAN"", COLAN, PAITA, PIURA, PERU","JIRÓN JR. ALFONSO UGARTE S/N S/N JR. ALFONSO UGARTE S/N COLAN PAITA PIURA, COLAN, PAITA, PIURA, PERU","COLAN, PAITA, PIURA, PERU",-4.9115827,-81.0579020,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD ""PUEBLO NUEVO DE COLAN"", COLAN, PAITA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:09:17.857987,"Centro de Salud Pueblo Nuevo de Colán, Jirón David Vásquez, La Capilla, Pueblo Nuevo de Colán, Colán, Paita, Piura, Perú",clinic,3.9243915464973186e-05,"['-4.9117300', '-4.9114400', '-81.0579884', '-81.0578234']"
,CALLE CALLE INCLAN N°409 CALLE INCLAN N°409 LA HUACA PAITA PIURA,,2027,,,PAITA,,1969,,,,,,PIURA,,2027,CENTRO DE SALUD LA HUACA,,LA HUACA,200505,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD LA HUACA, LA HUACA, PAITA, PIURA, PERU","CALLE CALLE INCLAN N°409 CALLE INCLAN N°409 LA HUACA PAITA PIURA, LA HUACA, PAITA, PIURA, PERU","LA HUACA, PAITA, PIURA, PERU",-4.9121604,-80.9602239,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD LA HUACA, LA HUACA, PAITA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:09:20.412416,"Centro de Salud La Huaca, 409, Calle Inclán, La Huaca, Paita, Piura, Perú",clinic,3.902571145185042e-05,"['-4.9122827', '-4.9120315', '-80.9603956', '-80.9601073']"
,OTROS CASERIO VIVIATE CASERIO VIVIATE LA HUACA PAITA PIURA,,2028,,,PAITA,,1970,,,,,,PIURA,,2028,CENTRO DE SALUD VIVIATE,,LA HUACA,200505,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD VIVIATE, LA HUACA, PAITA, PIURA, PERU","OTROS CASERIO VIVIATE CASERIO VIVIATE LA HUACA PAITA PIURA, LA HUACA, PAITA, PIURA, PERU","LA HUACA, PAITA, PIURA, PERU",-4.9200244,-80.9215755,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD VIVIATE, LA HUACA, PAITA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:09:22.977528,"Centro de Salud Viviate, Carretera Paita - Sullana, Hacienda Cochal, Santa Rosa, Nomara, La Huaca, Paita, Piura, Perú",clinic,3.902571145185042e-05,"['-4.9203532', '-4.9197399', '-80.9222050', '-80.9212381']"
,OTROS CASERIO NOMARA CASERIO NOMARA LA HUACA PAITA PIURA,,2029,,,PAITA,,1971,,,,,,PIURA,,2029,PUESTO DE SALUD NOMARA,,LA HUACA,200505,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD NOMARA, LA HUACA, PAITA, PIURA, PERU","OTROS CASERIO NOMARA CASERIO NOMARA LA HUACA PAITA PIURA, LA HUACA, PAITA, PIURA, PERU","LA HUACA, PAITA, PIURA, PERU",-4.9147723,-80.8867335,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD NOMARA, LA HUACA, PAITA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:09:25.585882,"Puesto de Salud Nomara, Carretera Paita - Sullana, Hacienda Cochal, Santa Rosa, Nomara, La Huaca, Paita, Piura, Perú",doctors,3.902571145185042e-05,"['-4.9148436', '-4.9147009', '-80.8868366', '-80.8866305']"
,OTROS CASERIO MACACARA CASERIO MACACARA LA HUACA PAITA PIURA,,2030,,,PAITA,,1972,,,,,,PIURA,,2030,MACACARA,,LA HUACA,200505,,ACTIVO,,,ACTIVO,,,,,,,"MACACARA, LA HUACA, PAITA, PIURA, PERU","OTROS CASERIO MACACARA CASERIO MACACARA LA HUACA PAITA PIURA, LA HUACA, PAITA, PIURA, PERU","LA HUACA, PAITA, PIURA, PERU",-4.9197309,-80.8586589,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"MACACARA, LA HUACA, PAITA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:09:28.037825,"Macacara, Carretera Paita - Sullana, Hacienda Cochal, Santa Rosa, Nomara, La Huaca, Paita, Piura, Perú",doctors,3.902571145185042e-05,"['-4.9197809', '-4.9196809', '-80.8587089', '-80.8586089']"
,OTROS CASERIO LA ISLA SAN LORENZO CASERIO LA ISLA SAN LORENZO VICHAYAL PAITA PIURA,,2031,,,PAITA,,1973,,,,,,PIURA,,2031,PUESTO DE SALUD LA ISLA SAN LORENZO,,VICHAYAL,200507,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD LA ISLA SAN LORENZO, VICHAYAL, PAITA, PIURA, PERU","OTROS CASERIO LA ISLA SAN LORENZO CASERIO LA ISLA SAN LORENZO VICHAYAL PAITA PIURA, VICHAYAL, PAITA, PIURA, PERU","VICHAYAL, PAITA, PIURA, PERU",-4.8454600,-81.1049450,NOMINATIM,LOW,FALLBACK,SUCCESS,,PRIMARY,"VICHAYAL, PAITA, PIURA, PERU",3,NOMINATIM,2026-05-16T03:09:35.762670,"Vichayal, Paita, Piura, Perú",administrative,0.3078369698940717,"['-4.9054981', '-4.7854257', '-81.2119724', '-81.0161250']"
,OTROS PANAMERICANA S-N MARCAVELICA PANAMERICANA S-N MARCAVELICA MARCAVELICA SULLANA PIURA,,2032,,,SULLANA,,1974,,,,,,PIURA,,2032,CENTRO DE SALUD MARCAVELICA,,MARCAVELICA,200605,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD MARCAVELICA, MARCAVELICA, SULLANA, PIURA, PERU","OTROS PANAMERICANA S-N MARCAVELICA PANAMERICANA S-N MARCAVELICA MARCAVELICA SULLANA PIURA, MARCAVELICA, SULLANA, PIURA, PERU","MARCAVELICA, SULLANA, PIURA, PERU",-4.8824518,-80.7061949,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD MARCAVELICA, MARCAVELICA, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:09:38.341742,"Centro de Salud Marcavelica, Carretera Panamericana Norte, La Bobeda, Carabobo, Marcavelica, Sullana, Piura, 20100, Perú",clinic,3.750133516437045e-05,"['-4.8826268', '-4.8822737', '-80.7063858', '-80.7060069']"
,OTROS PANAMERICANA S-N MALLARITOS PANAMERICANA S-N MALLARITOS MARCAVELICA SULLANA PIURA,,2033,,,SULLANA,,1975,,,,,,PIURA,,2033,PUESTO DE SALUD MALLARITOS,,MARCAVELICA,200605,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD MALLARITOS, MARCAVELICA, SULLANA, PIURA, PERU","OTROS PANAMERICANA S-N MALLARITOS PANAMERICANA S-N MALLARITOS MARCAVELICA SULLANA PIURA, MARCAVELICA, SULLANA, PIURA, PERU","MARCAVELICA, SULLANA, PIURA, PERU",-4.8694928,-80.7180290,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD MALLARITOS, MARCAVELICA, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:09:40.785916,"Puesto de Salud Mallaritos, Calle Lima, Garabato, Carabobo, Mallaritos, Marcavelica, Sullana, Piura, 20100, Perú",clinic,3.750133516437045e-05,"['-4.8695716', '-4.8694153', '-80.7181004', '-80.7179596']"
,AVENIDA AV. GRAU S-N LA GOLONDRINA AV. GRAU S-N LA GOLONDRINA MARCAVELICA SULLANA PIURA,,2034,,,SULLANA,,1976,,,,,,PIURA,,2034,LA GOLONDRINA,,MARCAVELICA,200605,,ACTIVO,,,ACTIVO,,,,,,,"LA GOLONDRINA, MARCAVELICA, SULLANA, PIURA, PERU","AVENIDA AV. GRAU S-N LA GOLONDRINA AV. GRAU S-N LA GOLONDRINA MARCAVELICA SULLANA PIURA, MARCAVELICA, SULLANA, PIURA, PERU","MARCAVELICA, SULLANA, PIURA, PERU",-4.8497334,-80.7842577,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"LA GOLONDRINA, MARCAVELICA, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:09:43.297662,"La Golondrina, Marcavelica, Sullana, Piura, Perú",village,0.14670416800183103,"['-4.8697334', '-4.8297334', '-80.8042577', '-80.7642577']"
,OTROS CASERIO MALLARES CASERIO MALLARES MARCAVELICA SULLANA PIURA,,2035,,,SULLANA,,1977,,,,,,PIURA,,2035,PUESTO DE SALUD MALLARES,,MARCAVELICA,200605,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD MALLARES, MARCAVELICA, SULLANA, PIURA, PERU","OTROS CASERIO MALLARES CASERIO MALLARES MARCAVELICA SULLANA PIURA, MARCAVELICA, SULLANA, PIURA, PERU","MARCAVELICA, SULLANA, PIURA, PERU",-4.8325148,-80.7621019,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD MALLARES, MARCAVELICA, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:09:45.937442,"Puesto de Salud Saman, PI-105, Saman de Afuera, Patio de Saman, Samán, Marcavelica, Sullana, Piura, Perú",doctors,3.750133516437045e-05,"['-4.8326006', '-4.8322667', '-80.7622937', '-80.7619602']"
,AVENIDA AV. GRAU S/N MONTERON S/N AV. GRAU S/N MONTERON MARCAVELICA SULLANA PIURA,,2036,,,SULLANA,,1978,,,,,,PIURA,,2036,PUESTO DE SALUD MONTERON,,MARCAVELICA,200605,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD MONTERON, MARCAVELICA, SULLANA, PIURA, PERU","AVENIDA AV. GRAU S/N MONTERON S/N AV. GRAU S/N MONTERON MARCAVELICA SULLANA PIURA, MARCAVELICA, SULLANA, PIURA, PERU","MARCAVELICA, SULLANA, PIURA, PERU",-4.5364131,-80.7924755,NOMINATIM,LOW,FALLBACK,SUCCESS,,PRIMARY,"MARCAVELICA, SULLANA, PIURA, PERU",3,NOMINATIM,2026-05-16T03:09:53.305942,"Marcavelica, Sullana, Piura, Perú",administrative,0.3382445921771202,"['-4.9041875', '-4.1687968', '-80.9377051', '-80.6290312']"
,OTROS CASERIO TANGARARA CASERIO TANGARARA MARCAVELICA SULLANA PIURA,,2037,,,SULLANA,,1979,,,,,,PIURA,,2037,PUESTO DE SALUD TANGARARA,,MARCAVELICA,200605,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD TANGARARA, MARCAVELICA, SULLANA, PIURA, PERU","OTROS CASERIO TANGARARA CASERIO TANGARARA MARCAVELICA SULLANA PIURA, MARCAVELICA, SULLANA, PIURA, PERU","MARCAVELICA, SULLANA, PIURA, PERU",-4.8849926,-80.8254037,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD TANGARARA, MARCAVELICA, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:09:55.727454,"Puesto de Salud de Tangarará, PI-535, Santa Sofía, Marcavelica, Sullana, Piura, Perú",clinic,3.750133516437045e-05,"['-4.8850426', '-4.8849426', '-80.8254537', '-80.8253537']"
,OTROS CASERIO SAMAN MALLARES CASERIO SAMAN MALLARES MARCAVELICA SULLANA PIURA,,2038,,,SULLANA,,1980,,,,,,PIURA,,2038,PUESTO DE SALUD SAMAN,,MARCAVELICA,200605,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SAMAN, MARCAVELICA, SULLANA, PIURA, PERU","OTROS CASERIO SAMAN MALLARES CASERIO SAMAN MALLARES MARCAVELICA SULLANA PIURA, MARCAVELICA, SULLANA, PIURA, PERU","MARCAVELICA, SULLANA, PIURA, PERU",-4.8325148,-80.7621019,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD SAMAN, MARCAVELICA, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:09:58.327773,"Puesto de Salud Saman, PI-105, Saman de Afuera, Patio de Saman, Samán, Marcavelica, Sullana, Piura, Perú",doctors,3.750133516437045e-05,"['-4.8326006', '-4.8322667', '-80.7622937', '-80.7619602']"
,OTROS CASERIO VISTA FLORIDA - MARCAVELICA CASERIO VISTA FLORIDA - MARCAVELICA MARCAVELICA SULLANA PIURA,,2039,,,SULLANA,,1981,,,,,,PIURA,,2039,PUESTO DE SALUD VISTA FLORIDA,,MARCAVELICA,200605,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD VISTA FLORIDA, MARCAVELICA, SULLANA, PIURA, PERU","OTROS CASERIO VISTA FLORIDA - MARCAVELICA CASERIO VISTA FLORIDA - MARCAVELICA MARCAVELICA SULLANA PIURA, MARCAVELICA, SULLANA, PIURA, PERU","MARCAVELICA, SULLANA, PIURA, PERU",-4.5364131,-80.7924755,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"MARCAVELICA, SULLANA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:10:05.427634,"Marcavelica, Sullana, Piura, Perú",administrative,0.3382445921771202,"['-4.9041875', '-4.1687968', '-80.9377051', '-80.6290312']"
,OTROS CASERIO LA NORIA- MARCAVELICA CASERIO LA NORIA- MARCAVELICA MARCAVELICA SULLANA PIURA,,2040,,,SULLANA,,1982,,,,,,PIURA,,2040,PUESTO DE SALUD LA NORIA,,MARCAVELICA,200605,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD LA NORIA, MARCAVELICA, SULLANA, PIURA, PERU","OTROS CASERIO LA NORIA- MARCAVELICA CASERIO LA NORIA- MARCAVELICA MARCAVELICA SULLANA PIURA, MARCAVELICA, SULLANA, PIURA, PERU","MARCAVELICA, SULLANA, PIURA, PERU",-4.7923546,-80.7449379,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD LA NORIA, MARCAVELICA, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:10:10.412653,"Puesto de Salud La Noria, PI-105, Saman de Afuera, Patio de Saman, Samán, Marcavelica, Sullana, Piura, Perú",clinic,3.500190737769158e-05,"['-4.7924341', '-4.7922792', '-80.7449871', '-80.7448907']"
,OTROS BARRIO CENTRO S-N LA QUINTA BARRIO CENTRO S-N LA QUINTA MARCAVELICA SULLANA PIURA,,2041,,,SULLANA,,1983,,,,,,PIURA,,2041,PUESTO DE SALUD LA QUINTA,,MARCAVELICA,200605,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD LA QUINTA, MARCAVELICA, SULLANA, PIURA, PERU","OTROS BARRIO CENTRO S-N LA QUINTA BARRIO CENTRO S-N LA QUINTA MARCAVELICA SULLANA PIURA, MARCAVELICA, SULLANA, PIURA, PERU","MARCAVELICA, SULLANA, PIURA, PERU",-4.5364131,-80.7924755,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"MARCAVELICA, SULLANA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:10:15.532214,"Marcavelica, Sullana, Piura, Perú",administrative,0.3382445921771202,"['-4.9041875', '-4.1687968', '-80.9377051', '-80.6290312']"
,AVENIDA AV. PANAMERICANA NORTE S/N IGNACIO ESCUDERO S/N AV. PANAMERICANA NORTE S/N IGNACIO ESCUDERO IGNACIO ESCUDERO SULLANA PIURA,,2042,,,SULLANA,,1984,,,,,,PIURA,,2042,CENTRO DE SALUD IGNACIO ESCUDERO,,IGNACIO ESCUDERO,200603,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD IGNACIO ESCUDERO, IGNACIO ESCUDERO, SULLANA, PIURA, PERU","AVENIDA AV. PANAMERICANA NORTE S/N IGNACIO ESCUDERO S/N AV. PANAMERICANA NORTE S/N IGNACIO ESCUDERO IGNACIO ESCUDERO SULLANA PIURA, IGNACIO ESCUDERO, SULLANA, PIURA, PERU","IGNACIO ESCUDERO, SULLANA, PIURA, PERU",-4.8471958,-80.8742315,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD IGNACIO ESCUDERO, IGNACIO ESCUDERO, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:10:18.016195,"Centro de Salud Ignacio Escudero, PI-536, Hacienda San Cristobal, San Pedro, San Jacinto, Ignacio Escudero, Sullana, Piura, Perú",clinic,3.913710231169631e-05,"['-4.8474127', '-4.8469790', '-80.8744712', '-80.8739919']"
